N	Total Time	Average CPE
807	6923	8.58
808	10095	12.49
809	9148	11.31
810	6925	8.55
811	6923	8.54
812	6928	8.53
813	6912	8.50
814	6934	8.52
815	6939	8.51
816	6951	8.52
817	6950	8.51
818	6955	8.50
819	6975	8.52
820	6995	8.53
821	9042	11.01
822	7346	8.94
823	7358	8.94
824	7702	9.35
825	8838	10.71
826	7528	9.11
827	7537	9.11
828	7544	9.11
829	7549	9.11
830	7560	9.11
831	7561	9.10
832	7562	9.09
833	7572	9.09
834	7590	9.10
835	7591	9.09
836	7598	9.09
837	7607	9.09
838	7619	9.09
839	7616	9.08
840	7620	9.07
841	7641	9.09
842	7642	9.08
843	7650	9.07
844	7648	9.06
845	7653	9.06
846	7662	9.06
847	7666	9.05
848	7684	9.06
849	7687	9.05
850	7689	9.05
851	7696	9.04
852	7702	9.04
853	7711	9.04
854	7712	9.03
855	7727	9.04
856	7728	9.03
857	7739	9.03
858	7883	9.19
859	7747	9.02
860	7760	9.02
861	7761	9.01
862	8209	9.52
863	7787	9.02
864	7975	9.23
865	7380	8.53
866	7378	8.52
867	7387	8.52
868	7386	8.51
869	7395	8.51
870	7400	8.51
871	7395	8.49
872	7424	8.51
873	7432	8.51
874	7416	8.49
875	8422	9.63
876	8206	9.37
877	7357	8.39
878	7351	8.37
879	7371	8.39
880	7363	8.37
881	7386	8.38
882	7381	8.37
883	7394	8.37
884	7399	8.37
885	7396	8.36
886	7413	8.37
887	7410	8.35
888	7417	8.35
889	8112	9.12
890	7475	8.40
891	7474	8.39
892	7480	8.39
893	7477	8.37
894	7508	8.40
895	7496	8.38
896	7499	8.37
897	7513	8.38
898	7516	8.37
899	7531	8.38
900	8109	9.01
901	7589	8.42
902	7599	8.42
903	7601	8.42
904	7599	8.41
905	7611	8.41
906	7598	8.39
907	7612	8.39
908	7718	8.50
909	7648	8.41
910	7652	8.41
911	7644	8.39
912	7660	8.40
913	14378	15.75
914	10675	11.68
915	8939	9.77
916	9318	10.17
917	7626	8.32
918	7615	8.30
919	7652	8.33
920	7662	8.33
921	7650	8.31
922	7672	8.32
923	7680	8.32
924	7666	8.30
925	7691	8.31
926	7978	8.62
927	7702	8.31
928	7707	8.30
929	7731	8.32
930	7718	8.30
931	7728	8.30
932	7744	8.31
933	7756	8.31
934	7730	8.28
935	7764	8.30
936	7765	8.30
937	7770	8.29
938	7778	8.29
939	7820	8.33
940	7800	8.30
941	8754	9.30
942	8306	8.82
943	8291	8.79
944	8316	8.81
945	8304	8.79
946	8316	8.79
947	8330	8.80
948	8340	8.80
949	8762	9.23
950	7853	8.27
951	7856	8.26
952	7864	8.26
953	8257	8.66
954	10615	11.13
955	9503	9.95
956	7960	8.33
957	7942	8.30
958	7962	8.31
959	7939	8.28
960	7975	8.31
961	7981	8.30
962	7988	8.30
963	7994	8.30
964	7977	8.27
965	8157	8.45
966	10170	10.53
967	8382	8.67
968	9496	9.81
969	8415	8.68
970	8425	8.69
971	8411	8.66
972	8420	8.66
973	8431	8.66
974	8423	8.65
975	8427	8.64
976	9891	10.13
977	8445	8.64
978	8518	8.71
979	8453	8.63
980	8475	8.65
981	8464	8.63
982	8472	8.63
983	8483	8.63
984	8492	8.63
985	8493	8.62
986	8504	8.62
987	8483	8.59
988	8498	8.60
989	9017	9.12
990	8256	8.34
991	10128	10.22
992	9631	9.71
993	8098	8.16
994	8104	8.15
995	8121	8.16
996	8103	8.14
997	8122	8.15
998	8130	8.15
999	8145	8.15
1000	10784	10.78
1001	9984	9.97
1002	8451	8.43
1003	8269	8.24
1004	8305	8.27
1005	10109	10.06
1006	8282	8.23
1007	8271	8.21
1008	8651	8.58
1009	8271	8.20
1010	8283	8.20
1011	8277	8.19
1012	8290	8.19
