N	Total Time	Average CPE
658	9280	14.10
659	9310	14.13
660	9244	14.01
661	9304	14.08
662	9316	14.07
663	9328	14.07
664	9599	14.46
665	9401	14.14
666	9387	14.09
667	9412	14.11
668	9429	14.12
669	9422	14.08
670	10033	14.97
671	9516	14.18
672	11786	17.54
673	10243	15.22
674	9491	14.08
675	9503	14.08
676	9589	14.18
677	13025	19.24
678	11937	17.61
679	13225	19.48
680	11470	16.87
681	9617	14.12
682	9637	14.13
683	14357	21.02
684	10764	15.74
685	9657	14.10
686	9660	14.08
687	10073	14.66
688	9942	14.45
689	9720	14.11
690	9712	14.08
691	9744	14.10
692	9743	14.08
693	9775	14.11
694	9767	14.07
695	14518	20.89
696	9804	14.09
697	9848	14.13
698	9830	14.08
699	9852	14.09
700	10356	14.79
701	12083	17.24
702	10554	15.03
703	10022	14.26
704	10158	14.43
705	10040	14.24
706	11039	15.64
707	10241	14.49
708	11707	16.54
709	11922	16.82
710	10024	14.12
711	10021	14.09
712	10042	14.10
713	10052	14.10
714	10086	14.13
715	10087	14.11
716	10106	14.11
717	10103	14.09
718	10893	15.17
719	11115	15.46
720	10108	14.04
721	10168	14.10
722	10177	14.10
723	10184	14.09
724	10211	14.10
725	10224	14.10
726	10235	14.10
727	10262	14.12
728	10255	14.09
729	10293	14.12
730	10279	14.08
731	10777	14.74
732	10864	14.84
733	10343	14.11
734	10336	14.08
735	10359	14.09
736	10361	14.08
737	11015	14.95
738	10525	14.26
739	10535	14.26
740	10493	14.18
741	10719	14.47
742	10569	14.24
743	10577	14.24
744	10613	14.26
745	10623	14.26
746	10630	14.25
747	10637	14.24
748	10655	14.24
749	10704	14.29
750	10571	14.09
751	10577	14.08
752	10614	14.11
753	10622	14.11
754	10910	14.47
755	10705	14.18
756	10688	14.14
757	10694	14.13
758	10705	14.12
759	10738	14.15
760	10700	14.08
761	10747	14.12
762	11274	14.80
763	11571	15.17
764	15383	20.13
765	10775	14.08
766	10793	14.09
767	10793	14.07
768	10803	14.07
769	10832	14.09
770	10835	14.07
771	10859	14.08
772	10876	14.09
773	10895	14.09
774	10903	14.09
775	11132	14.36
776	12039	15.51
777	10967	14.11
778	10975	14.11
779	10995	14.11
780	10963	14.06
781	12465	15.96
782	11026	14.10
783	11043	14.10
784	11204	14.29
785	11055	14.08
786	11064	14.08
787	11165	14.19
788	11090	14.07
789	11115	14.09
790	12651	16.01
791	14699	18.58
792	14899	18.81
793	20362	25.68
794	15564	19.60
795	11272	14.18
796	11225	14.10
797	11243	14.11
798	11257	14.11
799	11259	14.09
800	12084	15.11
801	11241	14.03
802	11277	14.06
803	11287	14.06
804	11315	14.07
805	11344	14.09
806	11342	14.07
807	11354	14.07
808	11446	14.17
809	11381	14.07
810	11406	14.08
811	12873	15.87
812	12156	14.97
813	11452	14.09
814	13492	16.57
815	11521	14.14
816	11491	14.08
817	11494	14.07
818	11943	14.60
819	11698	14.28
820	11633	14.19
821	12054	14.68
822	11733	14.27
823	11738	14.26
824	11912	14.46
825	11743	14.23
826	11919	14.43
827	11919	14.41
828	11682	14.11
829	11648	14.05
830	11676	14.07
831	11711	14.09
832	11712	14.08
833	11888	14.27
834	11764	14.11
835	11768	14.09
836	11764	14.07
837	13369	15.97
838	12672	15.12
839	11834	14.10
840	11820	14.07
841	11843	14.08
842	12820	15.23
843	13093	15.53
844	14429	17.10
845	11917	14.10
846	11942	14.12
847	11943	14.10
848	11968	14.11
849	12025	14.16
850	11958	14.07
851	11973	14.07
852	11993	14.08
853	12022	14.09
854	12961	15.18
855	16667	19.49
856	12777	14.93
857	12228	14.27
858	12188	14.21
859	12092	14.08
860	12417	14.44
861	12115	14.07
862	12134	14.08
863	12242	14.19
864	12187	14.11
865	12870	14.88
866	12716	14.68
867	15779	18.20
868	17296	19.93
869	16604	19.11
870	16009	18.40
871	12576	14.44
872	12578	14.42
873	12585	14.42
874	12617	14.44
875	12679	14.49
876	12621	14.41
877	13264	15.12
878	13567	15.45
879	12666	14.41
880	12651	14.38
881	12744	14.47
882	12431	14.09
883	12593	14.26
884	12444	14.08
885	12615	14.25
886	12477	14.08
887	13485	15.20
888	12811	14.43
889	13860	15.59
890	12530	14.08
891	12547	14.08
892	12561	14.08
893	12587	14.10
894	12598	14.09
895	12604	14.08
896	12637	14.10
897	12625	14.07
898	12654	14.09
899	12847	14.29
900	13043	14.49
901	12858	14.27
902	14122	15.66
903	12746	14.12
904	12740	14.09
905	12744	14.08
906	12774	14.10
907	13243	14.60
908	13283	14.63
909	12948	14.24
910	12973	14.26
911	12979	14.25
912	13456	14.75
913	13000	14.24
914	13012	14.24
915	13337	14.58
916	15949	17.41
917	13059	14.24
918	13068	14.24
919	13069	14.22
920	13065	14.20
921	13752	14.93
922	14410	15.63
923	13193	14.29
924	13560	14.68
925	14261	15.42
926	14066	15.19
927	13111	14.14
928	13618	14.67
929	13981	15.05
930	13094	14.08
931	13131	14.10
932	13131	14.09
933	13128	14.07
934	13166	14.10
935	13666	14.62
936	13789	14.73
937	14731	15.72
938	13233	14.11
939	15438	16.44
940	14361	15.28
941	13271	14.10
942	13359	14.18
943	13269	14.07
944	13290	14.08
945	13402	14.18
946	13315	14.08
947	13331	14.08
948	13352	14.08
949	13620	14.35
950	18387	19.35
951	14234	14.97
952	13427	14.10
953	13577	14.25
954	13432	14.08
955	13446	14.08
956	13460	14.08
957	13478	14.08
958	13855	14.46
959	14375	14.99
960	13480	14.04
961	13569	14.12
962	20000	20.79
963	25193	26.16
964	15054	15.62
965	13984	14.49
966	13948	14.44
967	13774	14.24
968	14196	14.67
969	13649	14.09
970	13653	14.08
971	13687	14.10
972	13676	14.07
973	13701	14.08
974	13704	14.07
975	13717	14.07
976	13704	14.04
977	13761	14.08
978	13752	14.06
979	13784	14.08
980	15064	15.37
981	13811	14.08
982	14139	14.40
983	17321	17.62
984	13866	14.09
985	13867	14.08
986	13877	14.07
987	13890	14.07
988	14019	14.19
989	13929	14.08
990	13934	14.07
991	13959	14.09
992	13969	14.08
993	13982	14.08
994	13992	14.08
995	14024	14.09
996	14006	14.06
997	14040	14.08
998	14033	14.06
999	14080	14.09
1000	14541	14.54
1001	14228	14.21
1002	16978	16.94
1003	15261	15.22
1004	14336	14.28
1005	14715	14.64
1006	14379	14.29
1007	14361	14.26
1008	14204	14.09
1009	14401	14.27
1010	14375	14.23
1011	14826	14.66
1012	14574	14.40
1013	14412	14.23
1014	14650	14.45
1015	14308	14.10
1016	14301	14.08
1017	14528	14.29
1018	14338	14.08
1019	14767	14.49
1020	17956	17.60
1021	14593	14.29
1022	14541	14.23
1023	14558	14.23
1024	14552	14.21
1025	14547	14.19
1026	15214	14.83
1027	15474	15.07
1028	14488	14.09
1029	14494	14.09
1030	14684	14.26
1031	14530	14.09
1032	14802	14.34
1033	15166	14.68
1034	14565	14.09
1035	14757	14.26
1036	14789	14.28
1037	14801	14.27
1038	14938	14.39
1039	17513	16.86
