N	Total Time	Average CPE
1224	540630	441.69
1225	527963	430.99
1226	534354	435.85
1227	532201	433.74
1228	531508	432.82
1229	558073	454.09
1230	555530	451.65
1231	567767	461.22
1232	533269	432.85
1233	533501	432.69
1234	540278	437.83
1235	543701	440.24
1236	552056	446.65
1237	536052	433.35
1238	542478	438.19
1239	554530	447.56
1240	541248	436.49
1241	545412	439.49
1242	566159	455.84
1243	541686	435.79
1244	548638	441.03
1245	554444	445.34
1246	554760	445.23
1247	562366	450.98
1248	550144	440.82
1249	559935	448.31
1250	546318	437.05
1251	561161	448.57
1252	549595	438.97
1253	564521	450.54
1254	552559	440.64
1255	558770	445.24
1256	571498	455.01
1257	565820	450.14
1258	562013	446.75
1259	559519	444.42
1260	554699	440.24
1261	582152	461.66
1262	562576	445.78
1263	579292	458.66
1264	564617	446.69
1265	566557	447.87
1266	566036	447.11
1267	564902	445.86
1268	568914	448.67
1269	600659	473.33
1270	568302	447.48
1271	576944	453.93
1272	574913	451.98
1273	574098	450.98
1274	571279	448.41
1275	573410	449.73
1276	572519	448.68
1277	578648	453.13
1278	575885	450.61
1279	582348	455.32
1280	579620	452.83
1281	573236	447.49
1282	581975	453.96
1283	586189	456.89
1284	725836	565.29
1285	601923	468.42
1286	584757	454.71
1287	588834	457.52
1288	603851	468.83
1289	582052	451.55
1290	586402	454.58
1291	584588	452.82
1292	604306	467.73
1293	590094	456.38
1294	592646	458.00
1295	599516	462.95
1296	585220	451.56
1297	588659	453.86
1298	601689	463.55
1299	610714	470.14
1300	598591	460.45
1301	589548	453.15
1302	613863	471.48
1303	603843	463.43
1304	604923	463.90
1305	602101	461.38
1306	605555	463.67
1307	609729	466.51
1308	595912	455.59
1309	610366	466.28
1310	601842	459.42
1311	604703	461.25
1312	604502	460.75
1313	628422	478.62
1314	607421	462.27
1315	608110	462.44
1316	603928	458.91
1317	605379	459.67
1318	618071	468.95
1319	610460	462.82
1320	623371	472.25
1321	621310	470.33
1322	660998	500.00
1323	616396	465.91
1324	619019	467.54
1325	627308	473.44
1326	618406	466.37
1327	620099	467.29
1328	628354	473.16
1329	622340	468.28
1330	622327	467.92
1331	616637	463.29
1332	625903	469.90
1333	649188	487.01
1334	625261	468.71
1335	628553	470.83
1336	631947	473.01
1337	635285	475.16
1338	640436	478.65
1339	634079	473.55
1340	626343	467.42
1341	640854	477.89
1342	632272	471.14
1343	639397	476.10
1344	636702	473.74
1345	647971	481.76
1346	633401	470.58
1347	634944	471.38
1348	642477	476.61
1349	669679	496.43
1350	649060	480.79
1351	639262	473.18
1352	645686	477.58
1353	640478	473.38
1354	640976	473.39
1355	641598	473.50
1356	651378	480.37
1357	647192	476.93
1358	655378	482.61
1359	649957	478.26
1360	651574	479.10
1361	656085	482.06
1362	656400	481.94
1363	651409	477.92
1364	656232	481.11
1365	654114	479.20
1366	657516	481.34
1367	657728	481.15
1368	654054	478.11
1369	651628	475.99
1370	681499	497.44
1371	664687	484.82
1372	659842	480.93
1373	662297	482.37
1374	666904	485.37
1375	659105	479.35
1376	659618	479.37
1377	669404	486.13
1378	659156	478.34
1379	667236	483.85
1380	674128	488.50
1381	682788	494.42
1382	669569	484.49
1383	661341	478.19
1384	664936	480.45
1385	677355	489.06
1386	668255	482.15
1387	683948	493.11
1388	673672	485.35
1389	684745	492.98
1390	681418	490.23
1391	676338	486.22
1392	671916	482.70
1393	685813	492.33
1394	692660	496.89
1395	685496	491.39
1396	681411	488.12
1397	683227	489.07
1398	689400	493.13
1399	682422	487.79
1400	696217	497.30
1401	714310	509.86
1402	716819	511.28
1403	691549	492.91
1404	712890	507.76
