N	Total Time	Average CPE
516	7481	14.50
517	9406	18.19
518	10057	19.42
519	9569	18.44
520	9410	18.10
521	8670	16.64
522	8716	16.70
523	12031	23.00
524	9501	18.13
525	6904	13.15
526	6958	13.23
527	7147	13.56
528	10281	19.47
529	11885	22.47
530	167097	315.28
531	53833	101.38
532	33176	62.36
533	12734	23.89
534	11137	20.86
535	18005	33.65
536	43809	81.73
537	11694	21.78
538	11894	22.11
539	11601	21.52
540	13659	25.29
541	14191	26.23
542	11672	21.54
543	15744	28.99
544	14629	26.89
545	12474	22.89
546	11211	20.53
547	11481	20.99
548	11080	20.22
549	11519	20.98
550	11569	21.03
551	11110	20.16
552	11721	21.23
553	11327	20.48
554	12168	21.96
555	12314	22.19
556	11871	21.35
557	12547	22.53
558	11000	19.71
559	11364	20.33
560	11643	20.79
561	12002	21.39
562	15064	26.80
563	10346	18.38
564	10283	18.23
565	9472	16.76
566	11012	19.46
567	11826	20.86
568	11742	20.67
569	15094	26.53
570	12355	21.68
571	12752	22.33
572	9900	17.31
573	16267	28.39
574	14821	25.82
575	12054	20.96
576	11947	20.74
577	11934	20.68
578	12617	21.83
579	11317	19.55
580	11643	20.07
581	12626	21.73
582	12526	21.52
583	12117	20.78
584	11977	20.51
585	12079	20.65
586	12033	20.53
587	11912	20.29
588	11998	20.40
589	12019	20.41
590	11902	20.17
591	11995	20.30
592	12400	20.95
593	12892	21.74
594	11591	19.51
595	11873	19.95
596	18195	30.53
597	29432	49.30
598	21644	36.19
599	12314	20.56
600	12459	20.77
601	13028	21.68
602	12206	20.28
603	12628	20.94
604	12956	21.45
605	14155	23.40
606	29085	48.00
607	11602	19.11
608	11599	19.08
609	12825	21.06
610	13028	21.36
611	11347	18.57
612	7809	12.76
613	7678	12.53
614	8651	14.09
615	7632	12.41
616	10189	16.54
617	10228	16.58
618	11341	18.35
619	12104	19.55
620	10013	16.15
621	10136	16.32
622	10930	17.57
623	9945	15.96
624	7694	12.33
625	7720	12.35
626	7974	12.74
627	7931	12.65
628	8831	14.06
629	13894	22.09
630	12048	19.12
631	13908	22.04
632	9434	14.93
633	7901	12.48
634	7893	12.45
635	7912	12.46
636	7923	12.46
637	7926	12.44
638	7939	12.44
639	7950	12.44
640	8368	13.07
641	7944	12.39
642	7954	12.39
643	7961	12.38
644	7941	12.33
645	7958	12.34
646	7986	12.36
647	17190	26.57
648	11500	17.75
649	8007	12.34
650	9853	15.16
651	8600	13.21
652	8011	12.29
653	8025	12.29
654	8045	12.30
655	8047	12.29
656	8053	12.28
657	8071	12.28
658	8723	13.26
659	13070	19.83
660	12706	19.25
661	12575	19.02
662	12539	18.94
663	12522	18.89
664	12346	18.59
665	12266	18.45
666	12589	18.90
667	12828	19.23
668	12895	19.30
669	14163	21.17
670	14239	21.25
671	12488	18.61
672	14813	22.04
673	15121	22.47
674	12628	18.74
675	12603	18.67
676	12566	18.59
677	12647	18.68
678	12821	18.91
679	12714	18.72
680	12847	18.89
681	13051	19.16
682	12314	18.06
683	12691	18.58
684	12555	18.36
685	12421	18.13
686	12424	18.11
687	12666	18.44
688	12374	17.99
689	12463	18.09
690	13702	19.86
691	12385	17.92
692	12419	17.95
693	12587	18.16
694	12622	18.19
695	12400	17.84
696	12381	17.79
697	12444	17.85
698	12315	17.64
699	12342	17.66
700	12579	17.97
701	14586	20.81
702	14989	21.35
703	11976	17.04
704	9804	13.93
705	8489	12.04
706	8489	12.02
707	9943	14.06
708	8628	12.19
709	8641	12.19
710	8659	12.20
711	9151	12.87
712	8743	12.28
713	8685	12.18
714	8697	12.18
715	8702	12.17
716	8712	12.17
717	8722	12.16
718	8742	12.18
719	8771	12.20
720	8956	12.44
721	8766	12.16
722	8773	12.15
723	8783	12.15
724	10392	14.35
725	8740	12.06
726	9370	12.91
727	8700	11.97
728	8728	11.99
729	8745	12.00
730	8752	11.99
731	8760	11.98
732	8763	11.97
733	8775	11.97
734	12724	17.34
735	12441	16.93
736	13532	18.39
737	11777	15.98
738	12674	17.17
739	13412	18.15
740	12971	17.53
741	13855	18.70
742	13329	17.96
743	14523	19.55
744	13181	17.72
745	12734	17.09
746	12902	17.29
747	12656	16.94
748	13042	17.44
749	13334	17.80
750	13197	17.60
751	12133	16.16
752	13004	17.29
753	11456	15.21
754	11099	14.72
755	11450	15.17
756	12536	16.58
757	13268	17.53
758	13810	18.22
759	13836	18.23
760	13178	17.34
761	13499	17.74
762	12934	16.97
763	11931	15.64
764	12295	16.09
765	12592	16.46
766	13230	17.27
767	11849	15.45
768	12538	16.33
769	12610	16.40
770	12501	16.24
771	13388	17.36
772	13764	17.83
773	13216	17.10
774	14597	18.86
775	14021	18.09
776	14768	19.03
777	20166	25.95
778	13555	17.42
779	13559	17.41
780	13401	17.18
781	13484	17.27
782	13628	17.43
783	13552	17.31
784	13696	17.47
785	13334	16.99
786	13760	17.51
787	13621	17.31
788	13759	17.46
789	13196	16.72
790	13303	16.84
791	13381	16.92
792	12749	16.10
793	12664	15.97
794	12699	15.99
795	12544	15.78
796	11679	14.67
797	12627	15.84
798	13116	16.44
799	20238	25.33
800	11298	14.12
801	9352	11.68
802	9386	11.70
803	9413	11.72
804	9386	11.67
805	15362	19.08
806	13089	16.24
807	13328	16.52
808	9665	11.96
809	9529	11.78
810	11435	14.12
811	9927	12.24
812	10512	12.95
813	9571	11.77
814	9583	11.77
815	9577	11.75
816	10925	13.39
817	9617	11.77
818	9633	11.78
819	9646	11.78
820	10098	12.31
821	10343	12.60
822	9701	11.80
823	10029	12.19
824	9657	11.72
825	10123	12.27
826	9656	11.69
827	13605	16.45
828	13596	16.42
829	13391	16.15
830	13197	15.90
831	13344	16.06
832	13338	16.03
833	12521	15.03
834	13981	16.76
835	13461	16.12
836	12269	14.68
837	13045	15.59
838	13048	15.57
839	13339	15.90
840	14351	17.08
841	14687	17.46
842	14181	16.84
843	13843	16.42
844	14089	16.69
845	13283	15.72
846	14103	16.67
847	13698	16.17
848	11479	13.54
849	56707	66.79
850	15556	18.30
851	13346	15.68
852	13659	16.03
853	13196	15.47
854	13112	15.35
855	12695	14.85
856	13068	15.27
857	13918	16.24
858	12286	14.32
859	15589	18.15
860	15976	18.58
861	14437	16.77
862	14094	16.35
863	13975	16.19
864	13691	15.85
865	14116	16.32
866	12589	14.54
867	14659	16.91
868	16420	18.92
869	16636	19.14
870	63941	73.50
871	14716	16.90
872	13736	15.75
873	13287	15.22
874	13383	15.31
875	13256	15.15
876	14817	16.91
877	13963	15.92
878	13811	15.73
879	14131	16.08
880	13203	15.00
881	13889	15.77
882	13465	15.27
883	12780	14.47
884	13198	14.93
885	12840	14.51
886	13269	14.98
887	14356	16.18
888	13525	15.23
889	13781	15.50
890	13993	15.72
891	14100	15.82
892	14447	16.20
893	13715	15.36
894	14745	16.49
895	10360	11.58
896	10801	12.05
897	10476	11.68
898	15263	17.00
899	12230	13.60
900	12127	13.47
901	10842	12.03
902	11246	12.47
903	10302	11.41
